ID Year single_bid_auction
deal_231 1955 0
deal_232 1955 0
deal_233 1955 0
deal_234 1955 0
deal_235 1955 0
deal_236 1955 0
deal_237 1955 0
deal_238 1955 0
deal_239 1955 0
deal_240 1955 0
deal_241 1955 0
deal_242 1955 0
deal_243 1955 0
deal_244 1955 0
deal_245 1955 0
deal_246 1955 0
deal_247 1955 0
deal_248 1955 0
deal_249 1955 0
deal_250 1955 0
deal_251 1955 0
deal_252 1955 0
deal_253 1955 0
deal_254 1955 0
deal_255 1955 0
deal_256 1955 0
deal_257 1955 0
deal_258 1955 0
deal_259 1955 0
deal_260 1955 0
deal_261 1955 0
deal_262 1955 0
deal_263 1955 0
deal_264 1955 0
deal_265 1955 0
deal_266 1955 0
deal_267 1955 0
deal_268 1955 0
deal_269 1955 0
deal_270 1955 0
deal_271 1955 0
deal_272 1955 0
deal_273 1955 0
deal_274 1955 0
deal_275 1955 0
deal_276 1955 0
deal_277 1955 0
deal_278 1955 0
deal_279 1955 0
deal_280 1955 0
deal_281 1955 0
deal_282 1955 0
deal_283 1955 0
deal_284 1955 0
deal_285 1955 0
deal_286 1955 0
deal_287 1955 0
deal_288 1955 0
deal_289 1955 0
deal_290 1955 0
deal_291 1955 0
deal_292 1955 0
deal_293 1955 0
deal_294 1955 0
deal_295 1955 0
deal_296 1955 0
deal_297 1955 0
deal_298 1955 0
deal_299 1955 0
deal_300 1955 0
deal_301 1955 0
deal_302 1955 0
deal_303 1955 0
deal_304 1955 0
deal_305 1955 0
deal_306 1955 0
deal_307 1955 0
deal_308 1955 0
deal_309 1955 0
deal_310 1955 0
deal_311 1955 0
deal_312 1955 0
deal_313 1955 0
deal_314 1955 0
deal_315 1955 0
deal_316 1955 0
deal_317 1955 0
deal_318 1955 0
deal_319 1955 0
deal_320 1955 0
deal_321 1955 0
deal_322 1955 0
deal_323 1955 0
deal_324 1955 0
deal_325 1955 0
deal_326 1955 0
deal_327 1955 0
deal_328 1955 0
deal_329 1955 0
deal_330 1955 0
deal_331 1955 0
deal_332 1955 0
deal_333 1955 0
deal_334 1955 0
deal_335 1955 0
deal_336 1955 0
deal_337 1955 0
deal_338 1955 0
deal_339 1955 0
deal_340 1955 0
deal_341 1955 0
deal_342 1955 0
deal_343 1955 0
deal_344 1955 0
deal_345 1955 0
deal_346 1955 0
deal_347 1955 0
deal_348 1955 0
deal_349 1955 0
deal_350 1955 0
deal_351 1955 0
deal_352 1955 0
deal_353 1955 0
deal_354 1955 0
deal_355 1955 0
deal_356 1955 0
deal_357 1955 0
deal_358 1955 0
deal_359 1955 0
deal_360 1955 0
deal_361 1955 0
deal_362 1955 0
deal_363 1955 0
deal_364 1955 0
deal_365 1955 0
deal_366 1955 0
deal_367 1955 0
deal_368 1955 0
deal_369 1955 0
deal_370 1955 0
deal_371 1955 0
deal_372 1955 0
deal_373 1955 0
deal_374 1955 0
deal_375 1955 0
deal_376 1955 0
deal_377 1955 0
deal_378 1955 0
deal_379 1955 0
deal_380 1955 0
deal_381 1955 0
deal_382 1955 0
deal_383 1955 0
deal_384 1955 0
deal_385 1955 0
deal_386 1955 0
deal_387 1955 0
deal_388 1955 0
deal_389 1955 0
deal_390 1955 0
deal_391 1955 0
deal_392 1955 0
deal_393 1955 0
deal_394 1955 0
deal_395 1955 0
deal_396 1955 0
deal_397 1955 0
deal_398 1955 0
deal_399 1955 0
deal_400 1955 0
deal_401 1955 0
deal_402 1955 0
deal_403 1955 0
deal_404 1955 0
deal_405 1955 0
deal_406 1955 0
deal_407 1955 0
deal_408 1955 0
deal_409 1955 0
deal_410 1955 0
deal_411 1955 0
deal_412 1955 0
deal_413 1955 0
deal_414 1955 0
deal_415 1955 0
deal_416 1955 0
deal_417 1955 0
deal_418 1955 0
deal_419 1955 0
deal_420 1955 0
deal_421 1955 0
deal_422 1955 0
deal_423 1955 0
deal_424 1955 0
deal_425 1955 0
deal_426 1955 0
deal_427 1955 0
deal_428 1955 0
deal_429 1955 0
deal_430 1955 0
deal_431 1955 0
deal_432 1955 0
deal_433 1955 0
deal_434 1955 0
deal_435 1955 0
deal_436 1955 0
deal_437 1955 0
deal_438 1955 0
deal_439 1955 0
deal_440 1955 0
deal_441 1955 0
deal_442 1955 0
deal_443 1955 0
deal_444 1955 0
deal_445 1955 0
deal_446 1955 0
deal_447 1955 0
deal_448 1955 0
deal_449 1957 0
deal_450 1957 0
deal_451 1957 0
deal_452 1957 0
deal_453 1957 0
deal_454 1957 0
deal_455 1957 0
deal_456 1957 0
deal_457 1957 0
deal_458 1957 0
deal_459 1957 0
deal_460 1957 0
deal_461 1957 0
deal_462 1957 0
deal_463 1957 0
deal_464 1957 0
deal_465 1957 0
deal_466 1957 0
deal_467 1957 0
deal_468 1957 0
deal_469 1957 0
deal_470 1957 0
deal_471 1957 0
deal_472 1957 0
deal_473 1957 0
deal_474 1957 0
deal_475 1957 0
deal_476 1957 0
deal_477 1957 0
deal_478 1957 0
deal_479 1957 0
deal_480 1957 0
deal_481 1957 0
deal_482 1957 0
deal_483 1957 0
deal_484 1957 0
deal_485 1957 0
deal_486 1957 0
deal_487 1957 0
deal_488 1957 0
deal_489 1957 0
deal_490 1957 0
deal_491 1957 0
deal_492 1957 0
deal_493 1957 0
deal_494 1957 0
deal_495 1957 0
deal_496 1957 0
deal_497 1957 0
deal_498 1957 0
deal_499 1957 0
deal_500 1957 0
deal_501 1957 0
deal_502 1957 0
deal_503 1957 0
deal_504 1957 0
deal_505 1957 0
deal_506 1957 0
deal_507 1957 0
deal_508 1957 0
deal_509 1957 0
deal_510 1957 0
deal_511 1957 0
deal_512 1957 0
deal_513 1957 0
deal_514 1957 0
deal_515 1957 0
deal_516 1957 0
deal_517 1957 0
deal_518 1957 0
deal_519 1957 0
deal_520 1957 0
deal_521 1957 0
deal_522 1957 0
deal_523 1957 0
deal_524 1957 0
deal_525 1957 0
deal_526 1957 0
deal_527 1957 0
deal_528 1957 0
deal_529 1957 0
deal_530 1957 0
deal_531 1957 0
deal_532 1957 0
deal_533 1957 0
deal_534 1957 0
deal_535 1957 0
deal_536 1957 0
deal_537 1957 0
deal_538 1957 0
deal_539 1957 0
deal_540 1957 0
deal_541 1957 0
deal_542 1957 0
deal_543 1957 0
deal_544 1957 0
deal_545 1957 0
deal_546 1957 0
deal_547 1957 0
deal_548 1957 0
deal_549 1957 0
deal_550 1957 0
deal_551 1957 0
deal_552 1957 0
deal_553 1957 0
deal_554 1957 0
deal_555 1957 0
deal_556 1957 0
deal_557 1957 0
deal_558 1957 0
deal_559 1957 0
deal_560 1957 0
deal_561 1957 0
deal_562 1957 0
deal_563 1957 0
deal_564 1957 0
deal_565 1957 0
deal_566 1957 0
deal_567 1957 0
deal_568 1957 0
deal_569 1957 0
deal_570 1957 0
deal_571 1957 0
deal_572 1957 0
deal_573 1957 0
deal_574 1957 0
deal_575 1957 0
deal_576 1957 0
deal_577 1957 0
deal_578 1957 0
deal_579 1957 0
deal_580 1957 0
deal_581 1957 0
deal_582 1957 0
deal_583 1957 0
deal_584 1957 0
deal_585 1957 0
deal_586 1957 0
deal_587 1957 0
deal_588 1957 0
deal_589 1957 0
deal_590 1957 0
deal_591 1957 0
deal_592 1957 0
deal_593 1957 0
deal_594 1957 0
deal_595 1957 0
deal_596 1957 0
deal_597 1957 0
deal_598 1957 0
deal_599 1957 0
deal_600 1957 0
deal_601 1957 0
deal_602 1957 0
deal_603 1957 0
deal_604 1957 0
deal_605 1957 0
deal_606 1957 0
deal_607 1957 0
deal_608 1957 0
deal_609 1957 0
deal_610 1957 0
deal_611 1957 0
deal_612 1957 0
deal_613 1957 0
deal_614 1957 0
deal_615 1957 0
deal_616 1957 0
deal_617 1957 0
deal_618 1957 0
deal_619 1957 0
deal_620 1957 0
deal_621 1957 0
deal_622 1957 0
deal_623 1957 0
deal_624 1957 0
deal_625 1957 0
deal_626 1957 0
deal_627 1957 0
deal_628 1957 0
deal_629 1957 0
deal_630 1957 0
deal_631 1957 0
deal_632 1957 0
deal_633 1957 0
deal_634 1957 0
deal_635 1957 0
deal_636 1957 0
deal_637 1957 0
deal_638 1957 0
deal_639 1957 0
deal_640 1957 0
deal_641 1957 0
deal_642 1957 0
deal_643 1957 0
deal_644 1957 0
deal_645 1957 0
deal_646 1957 0
deal_647 1957 0
deal_648 1957 0
deal_649 1957 0
deal_650 1957 0
deal_651 1957 0
deal_652 1957 0
deal_653 1957 0
deal_654 1957 0
deal_655 1957 0
deal_656 1957 0
deal_657 1957 0
deal_658 1957 0
deal_659 1957 0
deal_660 1957 0
deal_661 1957 0
deal_662 1957 0
deal_663 1957 0
deal_664 1957 0
deal_665 1957 0
deal_666 1957 0
deal_667 1957 0
deal_668 1957 0
deal_669 1957 0
deal_670 1957 0
deal_671 1957 0
deal_672 1957 0
deal_673 1957 0
deal_674 1957 0
deal_675 1957 0
deal_676 1957 0
deal_677 1957 0
deal_678 1957 0
deal_679 1957 0
deal_680 1957 0
deal_681 1957 0
deal_682 1957 0
deal_683 1957 0
deal_684 1957 0
deal_685 1957 0
deal_686 1957 0
deal_687 1957 0
deal_688 1957 0
deal_689 1957 0
deal_690 1957 0
deal_691 1957 0
deal_692 1957 0
deal_693 1957 0
deal_694 1957 0
deal_695 1957 0
deal_696 1957 0
deal_697 1957 0
deal_698 1957 0
deal_699 1957 0
deal_700 1957 0
deal_701 1957 0
deal_702 1957 0
deal_703 1957 0
deal_704 1957 0
deal_705 1957 0
deal_706 1957 0
deal_707 1957 0
deal_708 1957 0
deal_709 1957 0
deal_710 1957 0
deal_711 1957 0
deal_712 1957 0
deal_713 1957 0
deal_714 1957 0
deal_715 1957 0
deal_716 1957 0
deal_717 1957 0
deal_718 1957 0
deal_719 1957 0
deal_720 1957 0
deal_721 1957 0
deal_722 1957 0
deal_723 1957 0
deal_724 1957 0
deal_725 1957 0
deal_726 1957 0
deal_727 1957 0
deal_728 1957 0
deal_729 1957 0
deal_730 1957 0
deal_731 1957 0
deal_732 1957 0
deal_733 1957 0
deal_734 1957 0
deal_735 1957 0
deal_736 1957 0
deal_737 1957 0
deal_738 1957 0
deal_739 1957 0
deal_740 1957 0
deal_741 1957 0
deal_742 1957 0
deal_743 1957 0
deal_744 1957 0
deal_745 1957 0
deal_746 1957 0
deal_747 1957 0
deal_748 1957 0
deal_749 1957 0
deal_750 1957 0
deal_751 1957 0
deal_752 1957 0
deal_753 1957 0
deal_754 1957 0
deal_755 1957 0
deal_756 1957 0
deal_757 1957 0
deal_758 1957 0
deal_759 1957 0
deal_760 1957 0
deal_761 1957 0
deal_762 1957 0
deal_763 1957 0
deal_764 1957 0
deal_765 1957 0
deal_766 1957 0
deal_767 1957 0
deal_768 1957 0
deal_769 1957 0
deal_770 1957 0
deal_771 1957 0
deal_772 1957 0
deal_773 1957 0
deal_774 1957 0
deal_775 1957 0
deal_776 1957 0
deal_777 1957 0
deal_778 1957 0
deal_779 1957 0
deal_780 1957 0
deal_781 1957 0
deal_782 1957 0
deal_783 1957 0
deal_784 1957 0
deal_785 1957 0
deal_786 1957 0
deal_787 1957 0
deal_788 1957 0
deal_789 1957 0
deal_790 1957 0
deal_791 1957 0
deal_792 1957 0
deal_793 1957 0
deal_794 1957 0
deal_795 1957 0
deal_796 1957 0
deal_797 1957 0
deal_798 1957 0
deal_799 1957 0
deal_800 1957 0
deal_801 1957 0
deal_802 1957 0
deal_803 1957 0
deal_804 1957 0
deal_805 1957 0
deal_806 1957 0
deal_807 1957 0
deal_808 1957 0
deal_809 1957 0
deal_810 1957 0
deal_811 1957 0
deal_812 1957 0
deal_813 1957 0
deal_814 1957 0
deal_815 1957 0
deal_816 1957 0
deal_817 1957 0
deal_818 1957 0
deal_819 1957 0
deal_820 1957 0
deal_821 1957 0
deal_822 1957 0
deal_823 1957 0
deal_824 1957 0
deal_825 1957 0
deal_826 1957 0
deal_827 1957 0
deal_828 1957 0
deal_829 1957 0
deal_830 1957 0
deal_831 1957 0
deal_832 1957 0
deal_833 1957 0
deal_834 1957 0
deal_835 1957 0
deal_836 1957 0
deal_837 1957 0
deal_838 1957 0
deal_839 1957 0
deal_840 1957 0
deal_841 1957 0
deal_842 1957 0
deal_843 1957 0
deal_844 1957 0
deal_845 1957 0
deal_846 1957 0
deal_847 1957 0
deal_848 1957 0
deal_849 1957 0
deal_850 1957 0
deal_851 1957 0
deal_852 1957 0
deal_853 1957 0
deal_854 1957 0
deal_855 1957 0
deal_856 1957 0
deal_857 1957 0
deal_858 1957 0
deal_859 1957 0
deal_860 1957 0
deal_861 1957 0
deal_862 1957 0
deal_863 1957 0
deal_864 1957 0
deal_865 1957 0
deal_866 1957 0
deal_867 1957 0
deal_868 1957 0
deal_869 1957 0
deal_870 1957 0
deal_871 1957 0
deal_872 1957 0
deal_873 1957 0
deal_874 1957 0
deal_875 1957 0
deal_876 1957 0
deal_877 1957 0
deal_878 1957 0
deal_879 1957 0
deal_880 1957 0
deal_881 1957 0
deal_882 1957 0
deal_883 1957 0
deal_884 1957 0
deal_885 1957 0
deal_886 1957 0
deal_887 1957 0
deal_888 1957 0
deal_889 1957 0
deal_890 1957 0
deal_891 1957 0
deal_892 1957 0
deal_893 1957 0
deal_894 1957 0
deal_895 1957 0
deal_896 1959 0
deal_897 1959 0
deal_898 1959 0
deal_899 1959 0
deal_900 1959 0
deal_901 1959 0
deal_902 1959 0
deal_903 1959 0
deal_904 1959 0
deal_905 1959 0
deal_906 1959 0
deal_907 1959 0
deal_908 1959 0
deal_909 1959 0
deal_910 1959 0
deal_911 1959 0
deal_912 1959 0
deal_913 1959 0
deal_914 1959 0
deal_915 1959 0
deal_916 1959 0
deal_917 1959 0
deal_918 1959 0
deal_919 1959 0
deal_920 1959 0
deal_921 1959 0
deal_922 1959 0
deal_923 1959 0
deal_924 1959 0
deal_925 1959 0
deal_926 1959 0
deal_927 1959 0
deal_928 1959 0
deal_929 1959 0
deal_930 1959 0
deal_931 1959 0
deal_932 1959 0
deal_933 1959 0
deal_934 1959 0
deal_935 1959 0
deal_936 1959 0
deal_937 1959 0
deal_938 1959 0
deal_939 1959 0
deal_940 1959 0
deal_941 1959 0
deal_942 1959 0
deal_943 1959 0
deal_944 1959 0
deal_945 1959 0
deal_946 1959 0
deal_947 1959 0
deal_948 1959 0
deal_949 1959 0
deal_950 1959 0
deal_951 1959 0
deal_952 1959 0
deal_953 1959 0
deal_954 1959 0
deal_955 1959 0
deal_956 1959 0
deal_957 1959 0
deal_958 1959 0
deal_959 1959 0
deal_960 1959 0
deal_961 1959 0
deal_962 1959 0
deal_963 1959 0
deal_964 1959 0
deal_965 1959 0
deal_966 1959 0
deal_967 1959 0
deal_968 1959 0
deal_969 1959 0
deal_970 1959 0
deal_971 1959 0
deal_972 1959 0
deal_973 1959 0
deal_974 1959 0
deal_975 1959 0
deal_976 1959 0
deal_977 1959 0
deal_978 1959 0
deal_979 1959 0
deal_980 1959 0
deal_981 1959 0
deal_982 1959 0
deal_983 1959 0
deal_984 1959 0
deal_985 1959 0
deal_986 1959 0
deal_987 1959 0
deal_988 1959 0
deal_989 1959 0
deal_990 1959 0
deal_991 1959 0
deal_992 1959 0
deal_993 1959 0
deal_994 1959 0
deal_995 1959 0
deal_996 1959 0
deal_997 1959 0
deal_998 1959 0
deal_999 1959 0
deal_1000 1959 0
deal_1001 1959 0
deal_1002 1959 0
deal_1003 1959 0
deal_1004 1959 0
deal_1005 1959 0
deal_1006 1959 0
deal_1007 1959 0
deal_1008 1959 0
deal_1009 1959 0
deal_1010 1959 0
deal_1011 1959 0
deal_1012 1959 0
deal_1013 1959 0
deal_1014 1959 0
deal_1015 1959 0
deal_1016 1959 0
deal_1017 1959 0
deal_1018 1959 0
deal_1019 1959 0
deal_1020 1959 0
deal_1021 1959 0
deal_1022 1959 0
deal_1023 1959 0
deal_1024 1959 0
deal_1025 1959 0
deal_1026 1959 0
deal_1027 1959 0
deal_1028 1959 0
deal_1029 1959 0
deal_1030 1959 0
deal_1031 1959 0
deal_1032 1959 0
deal_1033 1959 0
deal_1034 1959 0
deal_1035 1959 0
deal_1036 1959 0
deal_1037 1959 0
deal_1038 1959 0
deal_1039 1959 0
deal_1040 1959 0
deal_1041 1959 0
deal_1042 1959 0
deal_1043 1959 0
deal_1044 1959 0
deal_1045 1959 0
deal_1046 1959 0
deal_1047 1959 0
deal_1048 1959 0
deal_1049 1959 0
deal_1050 1959 0
deal_1051 1959 0
deal_1052 1959 0
deal_1053 1959 0
deal_1054 1959 0
deal_1055 1959 0
deal_1056 1959 0
deal_1057 1959 0
deal_1058 1959 0
deal_1059 1959 0
deal_1060 1959 0
deal_1061 1959 0
deal_1062 1959 0
deal_1063 1959 0
deal_1064 1959 0
deal_1065 1959 0
deal_1066 1959 0
deal_1067 1959 0
deal_1068 1959 0
deal_1069 1959 0
deal_1070 1959 0
deal_1071 1959 0
deal_1072 1959 0
deal_1073 1959 0
deal_1074 1959 0
deal_1075 1959 0
deal_1076 1959 0
deal_1077 1959 0
deal_1078 1959 0
deal_1079 1959 0
deal_1080 1959 0
deal_1081 1959 0
deal_1082 1959 0
deal_1083 1959 0
deal_1084 1959 0
deal_1085 1959 0
deal_1086 1959 0
deal_1087 1959 0
deal_1088 1959 0
deal_1089 1959 0
deal_1090 1959 0
deal_1091 1959 0
deal_1092 1959 0
deal_1093 1959 0
deal_1094 1959 0
deal_1095 1959 0
deal_1096 1959 0
deal_1097 1959 0
deal_1098 1959 0
deal_1099 1959 0
deal_1100 1959 0
deal_1101 1959 0
deal_1102 1959 0
deal_1103 1959 0
deal_1104 1959 0
deal_1105 1959 0
deal_1106 1959 0
deal_1107 1959 0
deal_1108 1959 0
deal_1109 1959 0
deal_1110 1959 0
deal_1111 1959 0
deal_1112 1959 0
deal_1113 1959 0
deal_1114 1959 0
deal_1115 1959 0
deal_1116 1959 0
deal_1117 1959 0
deal_1118 1959 0
deal_1119 1959 0
deal_1120 1959 0
deal_1121 1959 0
deal_1122 1959 0
deal_1123 1959 0
deal_1124 1959 0
deal_1125 1959 0
deal_1126 1959 0
deal_1127 1959 0
deal_1128 1959 0
deal_1129 1959 0
deal_1130 1959 0
deal_1131 1959 0
deal_1132 1959 0
deal_1133 1959 0
deal_1134 1959 0
deal_1135 1959 0
deal_1136 1959 0
deal_1137 1959 0
deal_1138 1959 0
deal_1139 1959 0
deal_1140 1959 0
deal_1141 1959 0
deal_1142 1959 0
deal_1143 1959 0
deal_1144 1959 0
deal_1145 1959 0
deal_1146 1959 0
deal_1147 1959 0
deal_1148 1959 0
deal_1149 1959 0
deal_1150 1959 0
deal_1151 1959 0
deal_1152 1959 0
deal_1153 1959 0
deal_1154 1959 0
deal_1155 1959 0
deal_1156 1959 0
deal_1157 1959 0
deal_1158 1959 0
deal_1159 1959 0
deal_1160 1959 0
deal_1161 1959 0
deal_1162 1959 0
deal_1163 1959 0
deal_1164 1959 0
deal_1165 1959 0
deal_1166 1959 0
deal_1167 1959 0
deal_1168 1959 0
deal_1169 1959 0
deal_1170 1959 0
deal_1171 1959 0
deal_1172 1959 0
deal_1173 1959 0
deal_1174 1959 0
deal_1175 1959 0
deal_1176 1959 0
deal_1177 1959 0
deal_1178 1959 0
deal_1179 1959 0
deal_1180 1959 0
deal_1181 1959 0
deal_1182 1959 0
deal_1183 1959 0
deal_1184 1959 0
deal_1185 1959 0
deal_1186 1959 0
deal_1187 1959 0
deal_1188 1959 0
deal_1189 1959 0
deal_1190 1959 0
deal_1191 1959 0
deal_1192 1959 0
deal_1193 1959 0
deal_1194 1959 0
deal_1195 1959 0
deal_1196 1959 0
deal_1197 1959 0
deal_1198 1959 0
deal_1199 1959 0
deal_1200 1959 0
deal_1201 1959 0
deal_1202 1959 0
deal_1203 1959 0
deal_1204 1959 0
deal_1205 1959 0
deal_1206 1959 0
deal_1207 1959 0
deal_1208 1962 0
deal_1209 1962 0
deal_1210 1962 0
deal_1211 1962 0
deal_1212 1962 0
deal_1213 1962 0
deal_1214 1962 0
deal_1215 1962 0
deal_1216 1962 0
deal_1217 1962 0
deal_1218 1962 0
deal_1219 1962 0
deal_1220 1962 0
deal_1221 1962 0
deal_1222 1962 0
deal_1223 1962 0
deal_1224 1962 0
deal_1225 1962 0
deal_1226 1962 0
deal_1227 1962 0
deal_1228 1962 0
deal_1229 1962 0
deal_1230 1962 0
deal_1231 1962 0
deal_1232 1962 0
deal_1233 1962 0
deal_1234 1962 0
deal_1235 1962 0
deal_1236 1962 0
deal_1237 1962 0
deal_1238 1962 0
deal_1239 1962 0
deal_1240 1962 0
deal_1241 1962 0
deal_1242 1962 0
deal_1243 1962 0
deal_1244 1962 0
deal_1245 1962 0
deal_1246 1962 0
deal_1247 1962 0
deal_1248 1962 0
deal_1249 1962 0
deal_1250 1962 0
deal_1251 1962 0
deal_1252 1962 0
deal_1253 1962 0
deal_1254 1962 0
deal_1255 1962 0
deal_1256 1962 0
deal_1257 1962 0
deal_1258 1962 0
deal_1259 1962 0
deal_1260 1962 0
deal_1261 1962 0
deal_1262 1962 0
deal_1263 1962 0
deal_1264 1962 0
deal_1265 1962 0
deal_1266 1962 0
deal_1267 1962 0
deal_1268 1962 0
deal_1269 1962 0
deal_1270 1962 0
deal_1271 1962 0
deal_1272 1962 0
deal_1273 1962 0
deal_1274 1962 0
deal_1275 1962 0
deal_1276 1962 0
deal_1277 1962 0
deal_1278 1962 0
deal_1279 1962 0
deal_1280 1962 0
deal_1281 1962 0
deal_1282 1962 0
deal_1283 1962 0
deal_1284 1962 0
deal_1285 1962 0
deal_1286 1962 0
deal_1287 1962 0
deal_1288 1962 0
deal_1289 1962 0
deal_1290 1962 0
deal_1291 1962 0
deal_1292 1962 0
deal_1293 1962 0
deal_1294 1962 0
deal_1295 1962 0
deal_1296 1962 0
deal_1297 1962 0
deal_1298 1962 0
deal_1299 1962 0
deal_1300 1962 0
deal_1301 1962 0
deal_1302 1962 0
deal_1303 1962 0
deal_1304 1962 0
deal_1305 1962 0
deal_1306 1962 0
deal_1307 1962 0
deal_1308 1962 0
deal_1309 1962 0
deal_1310 1962 0
deal_1311 1962 0
deal_1312 1962 0
deal_1313 1962 0
deal_1314 1962 0
deal_1315 1962 0
deal_1316 1962 0
deal_1317 1962 0
deal_1318 1962 0
deal_1319 1962 0
deal_1320 1962 0
deal_1321 1962 0
deal_1322 1962 0
deal_1323 1962 0
deal_1324 1962 0
deal_1325 1962 0
deal_1326 1962 0
deal_1327 1962 0
deal_1328 1962 0
deal_1329 1962 0
deal_1330 1962 0
deal_1331 1962 0
deal_1332 1962 0
deal_1333 1962 0
deal_1334 1962 0
deal_1335 1962 0
deal_1336 1962 0
deal_1337 1962 0
deal_1338 1962 0
deal_1339 1962 0
deal_1340 1962 0
deal_1341 1962 0
deal_1342 1962 0
deal_1343 1962 0
deal_1344 1962 0
deal_1345 1962 0
deal_1346 1962 0
deal_1347 1962 0
deal_1348 1962 0
deal_1349 1962 0
deal_1350 1962 0
deal_1351 1962 0
deal_1352 1962 0
deal_1353 1962 0
deal_1354 1962 0
deal_1355 1962 0
deal_1356 1962 0
deal_1357 1962 0
deal_1358 1962 0
deal_1359 1962 0
deal_1360 1962 0
deal_1361 1962 0
